,dex_id,name,spe,spd,spa,dfn,atk,hp,type_1,type_2,move_list,gen
561,562,yamask,30,65,55,85,30,38,ghost,,"['disable', 'toxic', 'psychic', 'night-shade', 'double-team', 'haze', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'spite', 'protect', 'destiny-bond', 'endure', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'will-o-wisp', 'memento', 'facade', 'trick', 'role-play', 'magic-coat', 'knock-off', 'skill-swap', 'imprison', 'grudge', 'snatch', 'secret-power', 'astonish', 'fake-tears', 'iron-defense', 'block', 'calm-mind', 'shock-wave', 'payback', 'embargo', 'heal-block', 'toxic-spikes', 'dark-pulse', 'energy-ball', 'nasty-plot', 'zen-headbutt', 'trick-room', 'ominous-wind', 'guard-split', 'power-split', 'wonder-room', 'telekinesis', 'after-you', 'round', 'ally-switch', 'hex', 'crafty-shield', 'confide', 'infestation']",5.0
562,563,cofagrigus,30,105,95,145,50,58,ghost,,"['disable', 'hyper-beam', 'toxic', 'psychic', 'night-shade', 'double-team', 'haze', 'dream-eater', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'destiny-bond', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'will-o-wisp', 'facade', 'trick', 'role-play', 'magic-coat', 'knock-off', 'skill-swap', 'grudge', 'snatch', 'secret-power', 'astonish', 'iron-defense', 'block', 'calm-mind', 'shock-wave', 'payback', 'embargo', 'dark-pulse', 'energy-ball', 'giga-impact', 'zen-headbutt', 'trick-room', 'grass-knot', 'ominous-wind', 'guard-split', 'power-split', 'wonder-room', 'telekinesis', 'after-you', 'round', 'hex', 'confide', 'infestation']",5.0
563,564,tirtouga,22,45,53,103,78,54,rock,water,"['slam', 'body-slam', 'bite', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'strength', 'rock-throw', 'earthquake', 'dig', 'toxic', 'double-team', 'withdraw', 'bide', 'waterfall', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'flail', 'protect', 'icy-wind', 'sandstorm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'ancient-power', 'rock-smash', 'whirlpool', 'facade', 'knock-off', 'secret-power', 'dive', 'rock-tomb', 'iron-defense', 'block', 'water-pulse', 'brine', 'guard-swap', 'rock-polish', 'aqua-tail', 'earth-power', 'zen-headbutt', 'stone-edge', 'stealth-rock', 'aqua-jet', 'wide-guard', 'smack-down', 'round', 'scald', 'shell-smash', 'bulldoze', 'confide', 'liquidation']",5.0
564,565,carracosta,32,65,83,133,108,74,rock,water,"['bite', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'low-kick', 'strength', 'earthquake', 'dig', 'toxic', 'double-team', 'withdraw', 'bide', 'waterfall', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'icy-wind', 'sandstorm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'crunch', 'ancient-power', 'rock-smash', 'facade', 'superpower', 'knock-off', 'secret-power', 'dive', 'rock-tomb', 'iron-defense', 'block', 'water-pulse', 'brine', 'rock-polish', 'aqua-tail', 'focus-blast', 'earth-power', 'giga-impact', 'zen-headbutt', 'iron-head', 'stone-edge', 'stealth-rock', 'aqua-jet', 'wide-guard', 'smack-down', 'round', 'scald', 'shell-smash', 'bulldoze', 'confide']",5.0
565,566,archen,70,45,74,45,112,55,flying,rock,"['cut', 'wing-attack', 'thrash', 'leer', 'bite', 'roar', 'rock-throw', 'earthquake', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'sandstorm', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'crunch', 'ancient-power', 'rock-smash', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'knock-off', 'endeavor', 'secret-power', 'rock-tomb', 'aerial-ace', 'iron-defense', 'dragon-claw', 'bounce', 'roost', 'pluck', 'tailwind', 'u-turn', 'rock-polish', 'aqua-tail', 'dragon-pulse', 'earth-power', 'switcheroo', 'shadow-claw', 'zen-headbutt', 'defog', 'stone-edge', 'stealth-rock', 'head-smash', 'hone-claws', 'smack-down', 'round', 'quick-guard', 'ally-switch', 'acrobatics', 'bulldoze', 'confide']",5.0
566,567,archeops,110,65,112,65,140,75,flying,rock,"['cut', 'wing-attack', 'fly', 'thrash', 'leer', 'roar', 'hyper-beam', 'rock-throw', 'earthquake', 'dig', 'toxic', 'agility', 'quick-attack', 'double-team', 'sky-attack', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'outrage', 'sandstorm', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'crunch', 'ancient-power', 'rock-smash', 'uproar', 'heat-wave', 'torment', 'facade', 'taunt', 'knock-off', 'endeavor', 'secret-power', 'rock-tomb', 'aerial-ace', 'iron-defense', 'dragon-claw', 'bounce', 'roost', 'pluck', 'tailwind', 'u-turn', 'rock-polish', 'aqua-tail', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'shadow-claw', 'zen-headbutt', 'stone-edge', 'stealth-rock', 'hone-claws', 'smack-down', 'round', 'quick-guard', 'acrobatics', 'bulldoze', 'dragon-tail', 'confide']",5.0
567,568,trubbish,65,62,40,62,50,50,poison,,"['pound', 'double-slap', 'sand-attack', 'take-down', 'toxic', 'double-team', 'haze', 'self-destruct', 'sludge', 'amnesia', 'poison-gas', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'sludge-bomb', 'spikes', 'giga-drain', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'stockpile', 'swallow', 'facade', 'recycle', 'secret-power', 'mud-sport', 'rock-blast', 'payback', 'toxic-spikes', 'dark-pulse', 'seed-bomb', 'drain-punch', 'gunk-shot', 'venoshock', 'autotomize', 'sludge-wave', 'acid-spray', 'round', 'clear-smog', 'belch', 'confide', 'infestation']",5.0
568,569,garbodor,75,82,60,82,95,80,poison,,"['pound', 'double-slap', 'body-slam', 'hyper-beam', 'solar-beam', 'thunderbolt', 'toxic', 'psychic', 'double-team', 'sludge', 'amnesia', 'poison-gas', 'explosion', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'sludge-bomb', 'giga-drain', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'hidden-power', 'rain-dance', 'sunny-day', 'stockpile', 'swallow', 'facade', 'recycle', 'secret-power', 'payback', 'fling', 'toxic-spikes', 'rock-polish', 'dark-pulse', 'seed-bomb', 'drain-punch', 'focus-blast', 'giga-impact', 'gunk-shot', 'venoshock', 'smack-down', 'sludge-wave', 'acid-spray', 'round', 'clear-smog', 'belch', 'confide', 'infestation']",5.0
569,570,zorua,65,40,80,40,65,40,dark,,"['scratch', 'swords-dance', 'cut', 'leer', 'roar', 'counter', 'dig', 'toxic', 'agility', 'double-team', 'fury-swipes', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'scary-face', 'feint-attack', 'detect', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'uproar', 'torment', 'memento', 'facade', 'taunt', 'trick', 'knock-off', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'fake-tears', 'extrasensory', 'aerial-ace', 'bounce', 'covet', 'calm-mind', 'u-turn', 'payback', 'embargo', 'fling', 'copycat', 'punishment', 'sucker-punch', 'dark-pulse', 'nasty-plot', 'captivate', 'grass-knot', 'hone-claws', 'foul-play', 'round', 'incinerate', 'retaliate', 'night-daze', 'snarl', 'confide']",5.0
570,571,zoroark,105,60,120,60,105,60,dark,,"['scratch', 'swords-dance', 'cut', 'leer', 'roar', 'flamethrower', 'hyper-beam', 'low-kick', 'dig', 'toxic', 'agility', 'double-team', 'fury-swipes', 'rest', 'substitute', 'thief', 'snore', 'spite', 'protect', 'scary-face', 'feint-attack', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'rock-smash', 'uproar', 'torment', 'facade', 'taunt', 'trick', 'knock-off', 'imprison', 'snatch', 'secret-power', 'hyper-voice', 'aerial-ace', 'bounce', 'covet', 'calm-mind', 'u-turn', 'payback', 'embargo', 'fling', 'punishment', 'dark-pulse', 'night-slash', 'focus-blast', 'giga-impact', 'nasty-plot', 'shadow-claw', 'grass-knot', 'hone-claws', 'low-sweep', 'foul-play', 'round', 'incinerate', 'retaliate', 'night-daze', 'snarl', 'confide']",5.0
571,572,minccino,75,40,40,40,50,55,normal,,"['pound', 'double-slap', 'slam', 'tail-whip', 'growl', 'sing', 'thunderbolt', 'thunder-wave', 'dig', 'toxic', 'double-team', 'swift', 'rest', 'substitute', 'thief', 'snore', 'flail', 'protect', 'mud-slap', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'uproar', 'facade', 'helping-hand', 'knock-off', 'secret-power', 'hyper-voice', 'fake-tears', 'tickle', 'covet', 'calm-mind', 'shock-wave', 'wake-up-slap', 'u-turn', 'fling', 'last-resort', 'aqua-tail', 'seed-bomb', 'gunk-shot', 'captivate', 'grass-knot', 'after-you', 'round', 'echoed-voice', 'retaliate', 'work-up', 'tail-slap', 'confide', 'dazzling-gleam', 'baby-doll-eyes']",5.0
572,573,cinccino,115,60,65,60,95,75,normal,,"['sing', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'double-team', 'light-screen', 'rest', 'substitute', 'thief', 'snore', 'protect', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'uproar', 'facade', 'helping-hand', 'knock-off', 'secret-power', 'hyper-voice', 'tickle', 'bullet-seed', 'covet', 'calm-mind', 'rock-blast', 'shock-wave', 'u-turn', 'fling', 'last-resort', 'aqua-tail', 'seed-bomb', 'focus-blast', 'giga-impact', 'gunk-shot', 'grass-knot', 'after-you', 'round', 'echoed-voice', 'retaliate', 'work-up', 'tail-slap', 'confide', 'dazzling-gleam']",5.0
573,574,gothita,45,65,55,50,30,45,psychic,,"['pound', 'double-slap', 'psybeam', 'thunderbolt', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'double-team', 'light-screen', 'reflect', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'protect', 'feint-attack', 'charm', 'swagger', 'mean-look', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'mirror-coat', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'torment', 'flatter', 'facade', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'skill-swap', 'snatch', 'secret-power', 'fake-tears', 'rock-tomb', 'tickle', 'signal-beam', 'covet', 'calm-mind', 'shock-wave', 'gravity', 'miracle-eye', 'payback', 'embargo', 'fling', 'heal-block', 'dark-pulse', 'energy-ball', 'zen-headbutt', 'trick-room', 'captivate', 'grass-knot', 'charge-beam', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'heal-pulse', 'play-nice', 'confide']",5.0
574,575,gothorita,55,85,75,70,45,60,psychic,,"['pound', 'double-slap', 'psybeam', 'thunderbolt', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'double-team', 'light-screen', 'reflect', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'protect', 'feint-attack', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'torment', 'flatter', 'facade', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'skill-swap', 'snatch', 'secret-power', 'fake-tears', 'rock-tomb', 'tickle', 'signal-beam', 'covet', 'calm-mind', 'shock-wave', 'gravity', 'payback', 'embargo', 'fling', 'heal-block', 'dark-pulse', 'energy-ball', 'zen-headbutt', 'trick-room', 'grass-knot', 'charge-beam', 'psyshock', 'telekinesis', 'magic-room', 'foul-play', 'round', 'play-nice', 'confide']",5.0
575,576,gothitelle,65,110,95,95,55,70,psychic,,"['pound', 'double-slap', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'toxic', 'confusion', 'psychic', 'double-team', 'light-screen', 'reflect', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'protect', 'feint-attack', 'charm', 'swagger', 'attract', 'sleep-talk', 'heal-bell', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'future-sight', 'uproar', 'torment', 'flatter', 'facade', 'taunt', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'skill-swap', 'snatch', 'secret-power', 'fake-tears', 'rock-tomb', 'tickle', 'signal-beam', 'covet', 'calm-mind', 'shock-wave', 'gravity', 'payback', 'embargo', 'fling', 'heal-block', 'dark-pulse', 'energy-ball', 'giga-impact', 'zen-headbutt', 'trick-room', 'grass-knot', 'charge-beam', 'psyshock', 'telekinesis', 'magic-room', 'low-sweep', 'foul-play', 'round', 'play-nice', 'confide', 'power-up-punch']",5.0
576,577,solosis,20,50,105,40,30,45,psychic,,"['thunder-wave', 'thunder', 'toxic', 'psychic', 'night-shade', 'double-team', 'recover', 'confuse-ray', 'light-screen', 'reflect', 'dream-eater', 'flash', 'psywave', 'acid-armor', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'future-sight', 'facade', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'endeavor', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'astonish', 'rock-tomb', 'signal-beam', 'iron-defense', 'calm-mind', 'shock-wave', 'gravity', 'gyro-ball', 'embargo', 'heal-block', 'energy-ball', 'zen-headbutt', 'flash-cannon', 'trick-room', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'confide', 'infestation']",5.0
577,578,duosion,30,60,125,50,40,65,psychic,,"['thunder-wave', 'thunder', 'toxic', 'psychic', 'double-team', 'recover', 'light-screen', 'reflect', 'dream-eater', 'flash', 'psywave', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'future-sight', 'facade', 'helping-hand', 'trick', 'role-play', 'magic-coat', 'endeavor', 'skill-swap', 'snatch', 'secret-power', 'rock-tomb', 'signal-beam', 'iron-defense', 'calm-mind', 'shock-wave', 'gravity', 'gyro-ball', 'embargo', 'heal-block', 'energy-ball', 'zen-headbutt', 'flash-cannon', 'trick-room', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'confide', 'infestation']",5.0
578,579,reuniclus,30,85,125,75,65,110,psychic,,"['fire-punch', 'ice-punch', 'thunder-punch', 'hyper-beam', 'strength', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'double-team', 'recover', 'light-screen', 'reflect', 'dream-eater', 'dizzy-punch', 'flash', 'psywave', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'charm', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'trick', 'role-play', 'superpower', 'magic-coat', 'knock-off', 'endeavor', 'skill-swap', 'snatch', 'secret-power', 'rock-tomb', 'signal-beam', 'iron-defense', 'calm-mind', 'shock-wave', 'gravity', 'gyro-ball', 'embargo', 'fling', 'heal-block', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'zen-headbutt', 'flash-cannon', 'trick-room', 'grass-knot', 'wonder-room', 'psyshock', 'telekinesis', 'after-you', 'round', 'confide', 'infestation', 'power-up-punch']",5.0
579,580,ducklett,55,50,44,50,44,62,flying,water,"['gust', 'wing-attack', 'fly', 'water-gun', 'surf', 'ice-beam', 'bubble-beam', 'toxic', 'double-team', 'mirror-move', 'rest', 'substitute', 'snore', 'protect', 'icy-wind', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'uproar', 'hail', 'facade', 'endeavor', 'secret-power', 'dive', 'feather-dance', 'mud-sport', 'air-cutter', 'aerial-ace', 'water-sport', 'water-pulse', 'roost', 'brine', 'pluck', 'tailwind', 'lucky-chant', 'me-first', 'aqua-ring', 'air-slash', 'brave-bird', 'defog', 'aqua-jet', 'round', 'scald', 'hurricane', 'confide']",5.0
580,581,swanna,98,63,87,63,87,75,flying,water,"['wing-attack', 'fly', 'water-gun', 'surf', 'ice-beam', 'bubble-beam', 'hyper-beam', 'toxic', 'double-team', 'sky-attack', 'rest', 'substitute', 'snore', 'protect', 'icy-wind', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'uproar', 'hail', 'facade', 'endeavor', 'secret-power', 'dive', 'feather-dance', 'aerial-ace', 'water-sport', 'water-pulse', 'roost', 'pluck', 'tailwind', 'aqua-ring', 'air-slash', 'brave-bird', 'giga-impact', 'defog', 'round', 'scald', 'hurricane', 'confide']",5.0
581,582,vanillite,44,60,65,50,50,36,ice,,"['mist', 'ice-beam', 'blizzard', 'toxic', 'double-team', 'harden', 'light-screen', 'acid-armor', 'explosion', 'rest', 'substitute', 'snore', 'powder-snow', 'protect', 'icy-wind', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'mirror-coat', 'uproar', 'hail', 'facade', 'taunt', 'magic-coat', 'imprison', 'secret-power', 'astonish', 'signal-beam', 'sheer-cold', 'icicle-spear', 'iron-defense', 'water-pulse', 'natural-gift', 'magnet-rise', 'avalanche', 'ice-shard', 'mirror-shot', 'flash-cannon', 'autotomize', 'round', 'frost-breath', 'confide']",5.0
582,583,vanillish,59,75,80,65,65,51,ice,,"['mist', 'ice-beam', 'blizzard', 'toxic', 'double-team', 'harden', 'light-screen', 'acid-armor', 'explosion', 'rest', 'substitute', 'snore', 'protect', 'icy-wind', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'mirror-coat', 'uproar', 'hail', 'facade', 'taunt', 'magic-coat', 'secret-power', 'astonish', 'signal-beam', 'sheer-cold', 'icicle-spear', 'iron-defense', 'water-pulse', 'magnet-rise', 'avalanche', 'mirror-shot', 'flash-cannon', 'round', 'frost-breath', 'confide']",5.0
583,584,vanilluxe,79,95,110,85,95,71,ice,,"['mist', 'ice-beam', 'blizzard', 'hyper-beam', 'toxic', 'double-team', 'harden', 'light-screen', 'acid-armor', 'explosion', 'rest', 'substitute', 'snore', 'protect', 'icy-wind', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'mirror-coat', 'uproar', 'hail', 'facade', 'taunt', 'magic-coat', 'secret-power', 'astonish', 'weather-ball', 'signal-beam', 'sheer-cold', 'icicle-spear', 'iron-defense', 'water-pulse', 'magnet-rise', 'giga-impact', 'avalanche', 'mirror-shot', 'flash-cannon', 'round', 'frost-breath', 'freeze-dry', 'confide']",5.0
584,585,deerling,75,50,40,50,60,60,grass,normal,"['double-kick', 'jump-kick', 'sand-attack', 'headbutt', 'tackle', 'take-down', 'double-edge', 'growl', 'leech-seed', 'solar-beam', 'thunder-wave', 'toxic', 'agility', 'double-team', 'light-screen', 'flash', 'rest', 'substitute', 'snore', 'protect', 'feint-attack', 'giga-drain', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'facade', 'nature-power', 'secret-power', 'camouflage', 'aromatherapy', 'fake-tears', 'odor-sleuth', 'grass-whistle', 'bounce', 'natural-gift', 'last-resort', 'worry-seed', 'seed-bomb', 'energy-ball', 'grass-knot', 'round', 'echoed-voice', 'retaliate', 'work-up', 'wild-charge', 'confide']",5.0
585,586,sawsbuck,95,70,60,70,100,80,grass,normal,"['swords-dance', 'cut', 'double-kick', 'jump-kick', 'sand-attack', 'tackle', 'take-down', 'double-edge', 'growl', 'hyper-beam', 'leech-seed', 'solar-beam', 'thunder-wave', 'toxic', 'double-team', 'light-screen', 'flash', 'rest', 'substitute', 'snore', 'protect', 'feint-attack', 'giga-drain', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'megahorn', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'rock-smash', 'facade', 'nature-power', 'secret-power', 'camouflage', 'aromatherapy', 'bounce', 'last-resort', 'worry-seed', 'seed-bomb', 'energy-ball', 'giga-impact', 'grass-knot', 'round', 'echoed-voice', 'retaliate', 'work-up', 'wild-charge', 'horn-leech', 'confide']",5.0
586,587,emolga,103,60,75,60,75,55,flying,electric,"['cut', 'tail-whip', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'agility', 'quick-attack', 'double-team', 'light-screen', 'flash', 'rest', 'substitute', 'snore', 'protect', 'charm', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'baton-pass', 'encore', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'facade', 'charge', 'taunt', 'helping-hand', 'knock-off', 'secret-power', 'astonish', 'tickle', 'signal-beam', 'aerial-ace', 'covet', 'shock-wave', 'roost', 'tailwind', 'u-turn', 'fling', 'last-resort', 'air-slash', 'discharge', 'charge-beam', 'electro-ball', 'round', 'acrobatics', 'volt-switch', 'electroweb', 'wild-charge', 'ion-deluge', 'confide', 'nuzzle', 'speed-swap']",5.0
587,588,karrablast,60,45,40,45,75,50,bug,,"['swords-dance', 'cut', 'headbutt', 'horn-attack', 'fury-attack', 'take-down', 'double-edge', 'leer', 'peck', 'counter', 'toxic', 'screech', 'double-team', 'rest', 'slash', 'substitute', 'snore', 'flail', 'protect', 'scary-face', 'feint-attack', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'megahorn', 'pursuit', 'hidden-power', 'rain-dance', 'facade', 'knock-off', 'secret-power', 'signal-beam', 'aerial-ace', 'iron-defense', 'poison-jab', 'x-scissor', 'bug-buzz', 'energy-ball', 'bug-bite', 'round', 'struggle-bug', 'drill-run', 'confide', 'infestation']",5.0
588,589,escavalier,20,105,60,105,135,70,steel,bug,"['swords-dance', 'cut', 'headbutt', 'fury-attack', 'double-edge', 'twineedle', 'leer', 'hyper-beam', 'peck', 'toxic', 'double-team', 'rest', 'slash', 'substitute', 'snore', 'reversal', 'protect', 'giga-drain', 'false-swipe', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'rock-smash', 'facade', 'knock-off', 'secret-power', 'signal-beam', 'aerial-ace', 'iron-defense', 'poison-jab', 'x-scissor', 'bug-buzz', 'focus-blast', 'energy-ball', 'giga-impact', 'iron-head', 'bug-bite', 'round', 'quick-guard', 'struggle-bug', 'drill-run', 'fell-stinger', 'confide', 'infestation', 'smart-strike', 'brutal-swing']",5.0
589,590,foongus,15,55,55,45,55,69,poison,grass,"['body-slam', 'absorb', 'mega-drain', 'growth', 'solar-beam', 'poison-powder', 'stun-spore', 'toxic', 'double-team', 'defense-curl', 'bide', 'spore', 'flash', 'rest', 'substitute', 'snore', 'protect', 'feint-attack', 'sludge-bomb', 'giga-drain', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'nature-power', 'ingrain', 'secret-power', 'astonish', 'payback', 'gastro-acid', 'worry-seed', 'seed-bomb', 'energy-ball', 'grass-knot', 'venoshock', 'rage-powder', 'foul-play', 'after-you', 'round', 'clear-smog', 'confide']",5.0
590,591,amoonguss,30,80,85,70,85,114,poison,grass,"['hyper-beam', 'absorb', 'mega-drain', 'growth', 'solar-beam', 'toxic', 'double-team', 'bide', 'spore', 'flash', 'rest', 'substitute', 'snore', 'protect', 'feint-attack', 'sludge-bomb', 'giga-drain', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'sweet-scent', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'facade', 'nature-power', 'ingrain', 'secret-power', 'astonish', 'payback', 'gastro-acid', 'worry-seed', 'seed-bomb', 'energy-ball', 'giga-impact', 'grass-knot', 'venoshock', 'rage-powder', 'foul-play', 'after-you', 'round', 'clear-smog', 'confide']",5.0
591,592,frillish,40,85,65,50,40,55,ghost,water,"['bind', 'mist', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'absorb', 'toxic', 'psychic', 'night-shade', 'double-team', 'recover', 'confuse-ray', 'waterfall', 'constrict', 'dream-eater', 'bubble', 'flash', 'acid-armor', 'rest', 'substitute', 'snore', 'spite', 'protect', 'sludge-bomb', 'icy-wind', 'giga-drain', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'hail', 'will-o-wisp', 'facade', 'taunt', 'trick', 'magic-coat', 'secret-power', 'dive', 'water-spout', 'water-sport', 'shock-wave', 'water-pulse', 'brine', 'wring-out', 'dark-pulse', 'energy-ball', 'trick-room', 'ominous-wind', 'sludge-wave', 'round', 'scald', 'hex', 'confide', 'dazzling-gleam']",5.0
592,593,jellicent,60,105,85,70,60,100,ghost,water,"['bind', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'absorb', 'toxic', 'psychic', 'night-shade', 'double-team', 'recover', 'waterfall', 'dream-eater', 'bubble', 'flash', 'rest', 'substitute', 'snore', 'spite', 'protect', 'sludge-bomb', 'icy-wind', 'giga-drain', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'hail', 'will-o-wisp', 'facade', 'taunt', 'trick', 'magic-coat', 'secret-power', 'dive', 'water-spout', 'water-sport', 'shock-wave', 'water-pulse', 'brine', 'wring-out', 'dark-pulse', 'energy-ball', 'giga-impact', 'trick-room', 'ominous-wind', 'sludge-wave', 'round', 'scald', 'hex', 'confide', 'dazzling-gleam']",5.0
